Index Implementation Solution Label Passes Duration Threads Algorithm Faithful Bits PassesPerSecond
298 rust 5 kulasko-rust-tile-rotate-u32 11831 5,00016 12 base yes 1 197,17686
299 rust 5 kulasko-rust-tile-bit-u8 11779 5,00031 12 base yes 1 196,30437
300 rust 5 kulasko-rust-tile-bit-u32 11671 5,00018 12 base yes 1 194,50957
301 forth 1 tjol-8bit 955 5,00075 1 base no 8 190,97155
302 ocaml 1 gkpotter-faithful 929 5,00199 1 base yes 1 185,72608
303 scala 3 mmcdon20_scala 926 5,00100 1 base yes 1 185,16297
304 haxe 1 TayIorRobinson_Haxe_C++ 802 5,00560 1 base yes 1 160,22065
305 lua 3 mooshua_luajit_vm_hash 645 5,00502 1 base no 64 128,87054
306 forth 1 tjol-1bit 605 5,00431 1 base no 1 120,89586
307 php 1 DennisdeBest 594 5,00622 1 base yes 1 118,65249
308 scheme 1 William103 562 5,00593 1 base yes 1 112,26676
309 ruby 1 rbergen 560 5,00100 1 base yes 1 111,97760
310 octave 2 Brandon-Johns_8bit 548 5,00026 1 base yes 8 109,59437
311 groovy 1 mmcdon20_groovy 503 5,00400 1 base yes 1 100,51958
312 typescript 2 mikevdbokke_number-array 358 5,00900 1 base yes 1 71,47135
313 perl 2 kjetillll 341 5,00261 1 base yes 1 68,16447
314 verilog 1 alwayslinux2-verilog 281 5,00000 1 base yes 1 56,20000
315 postscript 1 epithet-ps 273 5,00300 1 base no 8 54,56726
316 clojure 3 pez-clj-vector-transient 239 5,01302 1 base yes 1 47,67583
317 ballerina 1 da-strange-boi 216 5,00000 1 base yes 1 43,20000
318 tex 2 jfbu-tex-48of210 194 5,02540 1 wheel no 32 38,60389
319 lua 3 mooshua_luajit_vm_ffi 185 5,00179 1 base no 8 36,98674
320 gdscript 1 OrigamiDev-Pete 190 5,16700 1 base yes 8 36,77182
321 tex 2 jfbu-tex-8of30 179 5,01366 1 wheel no 32 35,70246
322 wren 1 marghidanu 164 5,00666 1 base yes 1 32,75634
323 kos 1 cdragan 137 5,00183 1 base yes 8 27,39000
324 tex 2 jfbu-tex-480of2310 111 5,02568 1 wheel no 32 22,08656
325 hack 1 da-strange-boi 98 5,01400 1 base yes 1 19,54527
326 prolog 1 jimbxb-prolog-c 92 5,00500 1 base no 1 18,38162
327 elixir 2 thomas9911 72 5,44600 1 base yes 1 13,22071
328 tex 2 jfbu-tex 66 5,00627 1 base no 32 13,18347
329 smalltalk 1 fvbakel_smalltalk 66 5,04700 1 base yes 1 13,07708
330 perl 1 marghidanu 63 5,04421 1 base yes 1 12,48957
331 idl 1 kriztioan_idlway 657 5,00745 11 base yes 8 11,92769
332 tcl 2 fvbakel_ootcl2 58 5,07100 1 base yes 32 11,43759
333 lua 1 lua 55 5,00000 1 base yes 64 11,00000
334 lisp 1 mikehw 100 10,05000 1 base no 1 9,95025
335 clojure 3 pez-clj-vector 50 5,06698 1 base yes 1 9,86781
336 mixal 1 rbergen 30 3,22000 1 base no 1 9,31677
337 m 1 rheit_m_480of2310 42 5,04292 1 wheel no 1 8,32850
338 powershell 3 RobCannon_ps3 41 5,07535 1 base yes 1 8,07826
339 m 1 rheit_m_48of210 38 5,03458 1 wheel no 1 7,54779
340 emojicode 1 marghidanu 37 5,00000 1 base yes 1 7,40000
341 python 1 davepl 33 5,13621 1 base yes 1 6,42498
342 m 1 rheit_m_8of30 32 5,10182 1 wheel no 1 6,27227
343 haxe 1 TayIorRobinson_Haxe_HaxeEval 31 5,12222 1 base yes 1 6,05206
344 powershell 2 crowbar27_ps2 29 5,08783 1 base yes 1 5,69988
345 rexx 1 joss_REXX 27 5,06980 1 base no 8 5,32565
346 m 1 rheit_m_tree 22 5,10783 1 base no 1 4,30711
347 m 1 rheit_m_bits 16 5,03055 1 base yes 1 3,18057
348 m 1 rheit_m_array 15 5,02900 1 base yes 1 2,98270
349 awk 1 DaviNakamuraCardoso 12 5,00000 1 base no 1 2,40000
350 clipper 1 AndyRadford 12 5,08000 1 base no 112 2,36220
351 befunge 1 tjol-bf98 11 5,76669 1 base no 1 1,90751
352 sql 2 fvbakel_MariaDB3 10 5,32600 1 other no 32 1,87758
353 rust 5 kulasko-rust-stream-stripe-u8192 101 5,00767 11 base yes 1 1,83355
354 tcl 1 fvbakeltcl 9 5,40000 1 base yes 1 1,66667
355 rust 5 kulasko-rust-stream-rotate-u32 99 5,00600 12 base yes 1 1,64802
356 rust 5 kulasko-rust-stream-bit-u32 99 5,00980 12 base yes 1 1,64677
357 rust 5 kulasko-rust-stream-rotate-u8 98 5,05045 12 base yes 1 1,61702
358 rust 5 kulasko-rust-stream-bool-u8 97 5,02305 12 base yes 8 1,60925
359 rust 5 kulasko-rust-stream-bit-u8 97 5,03411 12 base yes 1 1,60571
360 clipper 1 AndyRadford 8 5,56000 1 base no 112 1,43885
361 red 1 mmcdon20_red 8 5,58636 1 base yes 1 1,43206
362 sql 1 fvbakel_sqlite 7 5,07083 1 other no 8 1,38044
363 haxe 1 TayIorRobinson_Haxe_Python 7 5,09136 1 base yes 1 1,37488
364 raku 1 draco1006 7 5,15745 1 base yes 1 1,35726
365 clojure 1 mmcdon20_clojure 7 5,36600 1 base yes 1 1,30451
366 tcl 2 fvbakel_ootcl 7 5,56200 1 base yes 1 1,25854
367 sql 2 fvbakel_MariaDB2 6 5,28200 1 other no 32 1,13593
368 prolog 1 jimbxb-prolog-dynamic 5 5,67700 1 base no 1 0,88075
369 idl 1 kriztioan_1bit 4 6,43643 1 base yes 1 0,62146
370 bash 1 bash_inline 3 7,08805 1 base no 1 0,42325
371 bash 1 bash 2 7,65166 1 base no 1 0,26138
372 clipper 1 AndyRadford 2 7,96000 1 base yes 288 0,25126
373 sql 2 fvbakel_MariaDB1 2 8,88800 1 base no 32 0,22502
374 comal 2 kottm 1 6,00000 1 base no 1 0,16667
375 tex 1 tjol 2 12,03955 1 base no 32 0,16612
376 yoix 1 mmcdon20_yoix 1 6,44400 1 base yes 1 0,15518
377 prolog 1 jimbxb-prolog-basic 1 6,63400 1 base yes 1 0,15074
378 bash 1 bash_packed 1 7,69768 1 base no 1 0,12991
379 elixir 1 cdesch 1 12,29700 1 base no 1 0,08132
380 kermit 1 q3w3e3 1 55,00000 1 base no 1 0,01818
381 powershell 1 crowbar27_ps1 1 60,81960 1 base yes 1 0,01644
382 brainfuck 1 aquarel 1 61,60307 1 base no 32 0,01623
383 octave 2 Brandon-Johns_1bit 1 146,80004 1 base yes 1 0,00681
